crop_year,crop_year_start,month,month_order,price_type,sugar_class,product_type,unit,price,source_period,source_file
2017-2018,2017,September,1,Composite Price,,raw_sugar,PHP/LKg,1271.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,Molasses,,molasses,PHP/MT,6761.67,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,1171.9,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1329.94,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""D"" World Market","""D""",raw_sugar,PHP/LKg,709.77,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,Composite Price,,raw_sugar,PHP/LKg,1252.12,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,Molasses,,molasses,PHP/MT,6280.83,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,1169.94,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1224.95,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""D"" World Market","""D""",raw_sugar,PHP/LKg,758.04,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,Composite Price,,raw_sugar,PHP/LKg,1172.76,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,Molasses,,molasses,PHP/MT,4109.35,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,1179.51,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1301.31,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""D"" World Market","""D""",raw_sugar,PHP/LKg,760.85,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,Composite Price,,raw_sugar,PHP/LKg,1235.09,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,Molasses,,molasses,PHP/MT,4373.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,1258.4,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1538.26,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,Composite Price,,raw_sugar,PHP/LKg,1517.13,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,Molasses,,molasses,PHP/MT,9078.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,1318.97,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1470.36,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,Composite Price,,raw_sugar,PHP/LKg,1461.27,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,Molasses,,molasses,PHP/MT,8657.96,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,1334.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1382.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,872.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,Composite Price,,raw_sugar,PHP/LKg,1325.06,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,Molasses,,molasses,PHP/MT,7606.93,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,1288.16,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1384.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,"""D"" World Market","""D""",raw_sugar,PHP/LKg,854.14,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,Composite Price,,raw_sugar,PHP/LKg,1272.85,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,Molasses,,molasses,PHP/MT,6562.26,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,1230.98,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1384.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,"""D"" World Market","""D""",raw_sugar,PHP/LKg,754.76,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,Composite Price,,raw_sugar,PHP/LKg,1249.28,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,Molasses,,molasses,PHP/MT,5890.62,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,1194.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1387.2,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,"""D"" World Market","""D""",raw_sugar,PHP/LKg,660.09,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,Composite Price,,raw_sugar,PHP/LKg,1230.22,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,Molasses,,molasses,PHP/MT,6951.62,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,1157.11,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1323.92,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,"""D"" World Market","""D""",raw_sugar,PHP/LKg,636.61,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,Composite Price,,raw_sugar,PHP/LKg,1176.45,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,Molasses,,molasses,PHP/MT,8275.57,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2018-2019,2018,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,1171.17,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1696.82,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,September,1,Composite Price,,raw_sugar,PHP/LKg,1693.53,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,September,1,Molasses,,molasses,PHP/MT,8020.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,1173.19,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1628.55,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,Composite Price,,raw_sugar,PHP/LKg,1605.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,Molasses,,molasses,PHP/MT,8057.8,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,1182.64,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1541.68,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,Composite Price,,raw_sugar,PHP/LKg,1523.73,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,Molasses,,molasses,PHP/MT,8028.6,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,1263.9,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1563.12,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,Composite Price,,raw_sugar,PHP/LKg,1548.16,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,Molasses,,molasses,PHP/MT,7879.34,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,1153.23,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1390.76,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,"""D"" World Market","""D""",raw_sugar,PHP/LKg,663.56,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,Composite Price,,raw_sugar,PHP/LKg,1313.45,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,Molasses,,molasses,PHP/MT,4651.46,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,1139.23,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1386.26,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,"""D"" World Market","""D""",raw_sugar,PHP/LKg,635.62,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,Composite Price,,raw_sugar,PHP/LKg,1363.93,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,Molasses,,molasses,PHP/MT,5438.75,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,1112.54,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1518.33,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,619.53,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,Composite Price,,raw_sugar,PHP/LKg,1484.99,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,Molasses,,molasses,PHP/MT,6607.73,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,1135.38,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1651.65,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,"""D"" World Market","""D""",raw_sugar,PHP/LKg,624.31,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,Composite Price,,raw_sugar,PHP/LKg,1618.71,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,Molasses,,molasses,PHP/MT,7230.1,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2019-2020,2019,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,1097.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1519.1,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,Composite Price,,raw_sugar,PHP/LKg,1498.01,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,Molasses,,molasses,PHP/MT,10714.73,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,1118.81,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1481.65,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,Composite Price,,raw_sugar,PHP/LKg,1463.51,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,Molasses,,molasses,PHP/MT,11948.09,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,1191.42,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1515.42,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,Composite Price,,raw_sugar,PHP/LKg,1499.22,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,Molasses,,molasses,PHP/MT,12570.14,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,1182.03,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1509.23,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,Composite Price,,raw_sugar,PHP/LKg,1492.87,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,Molasses,,molasses,PHP/MT,11319.7,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,1273.41,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1521.65,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,Composite Price,,raw_sugar,PHP/LKg,1509.24,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,Molasses,,molasses,PHP/MT,8466.97,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,1263.15,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1534.18,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,Composite Price,,raw_sugar,PHP/LKg,1520.63,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,Molasses,,molasses,PHP/MT,9549.68,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,1174.34,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1474.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,Composite Price,,raw_sugar,PHP/LKg,1459.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,Molasses,,molasses,PHP/MT,10331.2,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,1177.79,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1504.35,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,Composite Price,,raw_sugar,PHP/LKg,1488.02,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,Molasses,,molasses,PHP/MT,10580.73,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,1194.05,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1507.16,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,Composite Price,,raw_sugar,PHP/LKg,1491.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,Molasses,,molasses,PHP/MT,10897.32,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,1188.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1518.67,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,Composite Price,,raw_sugar,PHP/LKg,1502.14,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,Molasses,,molasses,PHP/MT,10925.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2020-2021,2020,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,1114.03,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1521.2,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,September,1,Composite Price,,raw_sugar,PHP/LKg,1492.7,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,September,1,Molasses,,molasses,PHP/MT,10625.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,1192.76,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1469.8,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,Composite Price,,raw_sugar,PHP/LKg,1450.41,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,Molasses,,molasses,PHP/MT,9954.2,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,1266.74,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1524.73,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,Composite Price,,raw_sugar,PHP/LKg,1506.67,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,Molasses,,molasses,PHP/MT,9038.87,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,1283.97,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1509.18,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,Composite Price,,raw_sugar,PHP/LKg,1493.42,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,Molasses,,molasses,PHP/MT,8705.52,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,1450.01,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1513.66,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,January,5,Composite Price,,raw_sugar,PHP/LKg,1510.48,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,January,5,Molasses,,molasses,PHP/MT,10889.04,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,1495.24,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1537.18,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,Composite Price,,raw_sugar,PHP/LKg,1535.09,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,Molasses,,molasses,PHP/MT,11418.02,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,1484.87,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1472.71,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,Composite Price,,raw_sugar,PHP/LKg,1473.32,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,Molasses,,molasses,PHP/MT,12237.55,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,1429.41,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1415.73,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,Composite Price,,raw_sugar,PHP/LKg,1416.41,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,Molasses,,molasses,PHP/MT,11267.41,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,1490.54,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1573.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,Composite Price,,raw_sugar,PHP/LKg,1569.62,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,Molasses,,molasses,PHP/MT,9763.07,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,1194.17,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
