crop_year,crop_year_start,month,month_order,price_type,sugar_class,product_type,unit,price,source_period,source_file
2020-2021,2020,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1479.95,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,June,10,Composite Price,,raw_sugar,PHP/LKg,1465.66,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,June,10,Molasses,,molasses,PHP/MT,11659.38,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,1116.67,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1413.33,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,Composite Price,,raw_sugar,PHP/LKg,1398.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,Molasses,,molasses,PHP/MT,12318.33,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2021-2022,2021,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1597.37,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,September,1,Composite Price,,raw_sugar,PHP/LKg,1597.37,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,September,1,Molasses,,molasses,PHP/MT,10037.69,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1708.81,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,October,2,Composite Price,,raw_sugar,PHP/LKg,1708.81,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,October,2,Molasses,,molasses,PHP/MT,10385.11,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1680.67,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,November,3,Composite Price,,raw_sugar,PHP/LKg,1680.67,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,November,3,Molasses,,molasses,PHP/MT,10716.26,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1735.39,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,December,4,Composite Price,,raw_sugar,PHP/LKg,1735.39,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,December,4,Molasses,,molasses,PHP/MT,10617.27,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,1269.79,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1507.1,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,January,5,Composite Price,,raw_sugar,PHP/LKg,1490.48,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,January,5,Molasses,,molasses,PHP/MT,8977.99,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,1256.83,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1522.05,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,Composite Price,,raw_sugar,PHP/LKg,1503.48,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,Molasses,,molasses,PHP/MT,9130.65,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,1289.59,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1608.23,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,Composite Price,,raw_sugar,PHP/LKg,1585.93,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,Molasses,,molasses,PHP/MT,8908.76,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1658.61,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,April,8,Composite Price,,raw_sugar,PHP/LKg,1658.61,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,April,8,Molasses,,molasses,PHP/MT,8938.87,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1653.78,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,May,9,Composite Price,,raw_sugar,PHP/LKg,1653.78,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,May,9,Molasses,,molasses,PHP/MT,8841.09,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1603.56,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,June,10,Composite Price,,raw_sugar,PHP/LKg,1603.56,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,June,10,Molasses,,molasses,PHP/MT,8702.23,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1613.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,July,11,Composite Price,,raw_sugar,PHP/LKg,1613.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,July,11,Molasses,,molasses,PHP/MT,10133.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1641.24,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,August,12,Composite Price,,raw_sugar,PHP/LKg,1641.24,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,August,12,Molasses,,molasses,PHP/MT,9825.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3363.71,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,September,1,Composite Price,,raw_sugar,PHP/LKg,3363.71,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,September,1,Molasses,,molasses,PHP/MT,13368.39,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3311.77,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,October,2,Composite Price,,raw_sugar,PHP/LKg,3311.77,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,October,2,Molasses,,molasses,PHP/MT,13813.78,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3269.76,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,November,3,Composite Price,,raw_sugar,PHP/LKg,3269.76,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,November,3,Molasses,,molasses,PHP/MT,13746.46,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3058.46,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,December,4,Composite Price,,raw_sugar,PHP/LKg,3058.46,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,December,4,Molasses,,molasses,PHP/MT,13380.56,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1889.43,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,January,5,Composite Price,,raw_sugar,PHP/LKg,1889.43,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,January,5,Molasses,,molasses,PHP/MT,11197.66,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1816.1,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,February,6,Composite Price,,raw_sugar,PHP/LKg,1816.1,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,February,6,Molasses,,molasses,PHP/MT,11426.29,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2022.94,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,March,7,Composite Price,,raw_sugar,PHP/LKg,2022.94,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,March,7,Molasses,,molasses,PHP/MT,11617.55,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2184.18,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,April,8,Composite Price,,raw_sugar,PHP/LKg,2184.18,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,April,8,Molasses,,molasses,PHP/MT,11766.47,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2273.26,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,May,9,Composite Price,,raw_sugar,PHP/LKg,2273.26,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,May,9,Molasses,,molasses,PHP/MT,11414.15,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2348.83,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,June,10,Composite Price,,raw_sugar,PHP/LKg,2348.83,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,June,10,Molasses,,molasses,PHP/MT,12670.09,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2370.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,July,11,Composite Price,,raw_sugar,PHP/LKg,2370.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,July,11,Molasses,,molasses,PHP/MT,12831.5,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2875.47,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,August,12,Composite Price,,raw_sugar,PHP/LKg,2875.47,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,August,12,Molasses,,molasses,PHP/MT,12991.16,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2757.71,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,September,1,Composite Price,,raw_sugar,PHP/LKg,2757.71,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,September,1,Molasses,,molasses,PHP/MT,15078.57,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2703.18,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,October,2,Composite Price,,raw_sugar,PHP/LKg,2703.18,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,October,2,Molasses,,molasses,PHP/MT,14941.98,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2615.54,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,November,3,Composite Price,,raw_sugar,PHP/LKg,2615.54,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,November,3,Molasses,,molasses,PHP/MT,14956.27,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2414.98,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,December,4,Composite Price,,raw_sugar,PHP/LKg,2414.98,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,December,4,Molasses,,molasses,PHP/MT,15145.21,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3425.27,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,Composite Price,,raw_sugar,PHP/LKg,3425.27,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,Molasses,,molasses,PHP/MT,13387.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3091.99,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,Composite Price,,raw_sugar,PHP/LKg,3091.99,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,Molasses,,molasses,PHP/MT,13328.4,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3100.77,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,Composite Price,,raw_sugar,PHP/LKg,3100.77,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,Molasses,,molasses,PHP/MT,13454.62,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3177.19,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,Composite Price,,raw_sugar,PHP/LKg,3177.19,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,Molasses,,molasses,PHP/MT,14117.12,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3120.01,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,Composite Price,,raw_sugar,PHP/LKg,3120.01,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,Molasses,,molasses,PHP/MT,14071.95,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3033.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,Composite Price,,raw_sugar,PHP/LKg,3033.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,Molasses,,molasses,PHP/MT,15364.58,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,3000.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,Composite Price,,raw_sugar,PHP/LKg,3000.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,Molasses,,molasses,PHP/MT,15450.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2024-2025,2024,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2756.44,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,Composite Price,,raw_sugar,PHP/LKg,2756.44,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,Molasses,,molasses,PHP/MT,18449.5,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2801.25,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,October,2,Composite Price,,raw_sugar,PHP/LKg,2801.25,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,October,2,Molasses,,molasses,PHP/MT,18346.59,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2653.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,November,3,Composite Price,,raw_sugar,PHP/LKg,2653.33,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,November,3,Molasses,,molasses,PHP/MT,17345.44,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2486.63,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,December,4,Composite Price,,raw_sugar,PHP/LKg,2486.63,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,December,4,Molasses,,molasses,PHP/MT,16274.12,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2405.23,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,January,5,Composite Price,,raw_sugar,PHP/LKg,2405.23,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,January,5,Molasses,,molasses,PHP/MT,15473.22,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2546.43,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,February,6,Composite Price,,raw_sugar,PHP/LKg,2546.43,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,February,6,Molasses,,molasses,PHP/MT,15821.89,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2753.42,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,March,7,Composite Price,,raw_sugar,PHP/LKg,2753.42,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,March,7,Molasses,,molasses,PHP/MT,16034.6,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2560.14,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,April,8,Composite Price,,raw_sugar,PHP/LKg,2560.14,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,April,8,Molasses,,molasses,PHP/MT,16678.97,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2444.22,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,May,9,Composite Price,,raw_sugar,PHP/LKg,2444.22,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,May,9,Molasses,,molasses,PHP/MT,17172.71,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2025-2026,2025,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2753.82,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,January,5,Composite Price,,raw_sugar,PHP/LKg,2753.82,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,January,5,Molasses,,molasses,PHP/MT,14849.36,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2910.05,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,February,6,Composite Price,,raw_sugar,PHP/LKg,2910.05,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,February,6,Molasses,,molasses,PHP/MT,11968.37,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2760.37,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,March,7,Composite Price,,raw_sugar,PHP/LKg,2760.37,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,March,7,Molasses,,molasses,PHP/MT,11110.08,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2626.54,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,April,8,Composite Price,,raw_sugar,PHP/LKg,2626.54,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,April,8,Molasses,,molasses,PHP/MT,10289.62,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2709.29,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,May,9,Composite Price,,raw_sugar,PHP/LKg,2709.29,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,May,9,Molasses,,molasses,PHP/MT,10984.03,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2680.98,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,June,10,Composite Price,,raw_sugar,PHP/LKg,2680.98,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,June,10,Molasses,,molasses,PHP/MT,14854.71,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2550.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,July,11,Composite Price,,raw_sugar,PHP/LKg,2550.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,July,11,Molasses,,molasses,PHP/MT,12862.5,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,2462.5,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,August,12,Composite Price,,raw_sugar,PHP/LKg,2462.5,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,August,12,Molasses,,molasses,PHP/MT,12000.0,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
